t [s],u [deg],y [deg],i [A]
0.010700,0.000000,0.002441,-0.017700
0.010750,0.000000,0.005493,-0.021973
0.010800,0.000000,0.008545,-0.009155
0.010850,0.000000,0.001831,0.010376
0.010900,0.000000,0.000000,-0.007935
0.010950,0.000000,-0.000610,-0.029449
0.011000,0.000000,0.000000,-0.011749
0.011050,0.000000,0.004272,-0.036163
0.011100,0.000000,0.004272,-0.001373
0.011150,0.000000,-0.003662,-0.009155
0.011200,0.000000,0.011597,-0.010376
0.011250,0.000000,0.009155,0.002899
0.011300,0.000000,-0.003662,-0.011444
0.011350,0.000000,-0.004883,-0.006561
0.011400,0.000000,0.005493,-0.024872
0.011450,0.000000,-0.005493,-0.009613
0.011500,0.000000,-0.005493,0.009766
0.011550,0.000000,0.002441,-0.017242
0.011600,0.000000,0.013428,-0.015259
0.011650,0.000000,0.003662,-0.024567
0.011700,0.000000,0.006104,-0.017548
0.011750,0.000000,-0.007935,0.001068
0.011800,0.000000,0.008545,-0.018921
0.011850,0.000000,0.001221,-0.003510
0.011900,0.000000,-0.007324,-0.005035
0.011950,0.000000,0.002441,-0.003204
0.012000,0.000000,0.010376,-0.013123
0.012050,0.000000,0.007935,-0.046844
0.012100,0.000000,-0.003052,-0.020752
0.012150,0.000000,-0.009766,-0.006409
0.012200,0.000000,0.003662,-0.017242
0.012250,0.000000,-0.005493,-0.011597
0.012300,0.000000,0.004883,-0.027313
0.012350,0.000000,-0.003052,0.001373
0.012400,0.000000,-0.002441,-0.000305
0.012450,0.000000,-0.001831,-0.038147
0.012500,0.000000,0.003052,0.002747
0.012550,0.000000,-0.009766,-0.011292
0.012600,0.000000,0.005493,-0.009613
0.012650,0.000000,0.006714,-0.009308
0.012700,0.000000,-0.004883,-0.019073
0.012750,0.000000,-0.002441,-0.023956
0.012800,0.000000,0.007324,-0.009155
0.012850,0.000000,-0.003052,-0.004883
0.012900,0.000000,0.002441,-0.004730
0.012950,0.000000,-0.003662,0.001068
0.013000,0.000000,-0.001221,-0.020142
0.013050,0.000000,0.004272,-0.033569
0.013100,0.000000,0.009155,-0.028381
0.013150,0.000000,-0.006104,-0.012817
0.013200,0.000000,-0.000610,-0.030670
0.013250,0.000000,0.011597,0.007324
0.013300,0.000000,0.007324,-0.003204
0.013350,0.000000,0.002441,-0.010223
0.013400,0.000000,-0.014038,-0.023956
0.013450,0.000000,0.006714,-0.002899
0.013500,0.000000,0.000610,-0.022430
0.013550,0.000000,-0.000610,-0.010834
0.013600,0.000000,-0.005493,-0.025024
0.013650,0.000000,0.006714,-0.018921
0.013700,0.000000,-0.003052,-0.016174
0.013750,0.000000,-0.007324,-0.008850
0.013800,0.000000,0.004883,-0.014496
0.013850,0.000000,0.011597,-0.009155
0.013900,0.000000,0.020142,-0.012360
0.013950,0.000000,-0.001831,-0.005035
0.014000,0.000000,-0.001831,-0.014496
0.014050,0.000000,0.020752,-0.026093
0.014100,0.000000,-0.002441,-0.012207
0.014150,0.000000,-0.014038,0.011444
0.014200,0.000000,0.012817,0.000763
0.014250,0.000000,0.000000,-0.021667
0.014300,0.000000,0.000610,-0.009766
0.014350,0.000000,-0.007324,-0.000916
0.014400,0.000000,-0.006714,-0.017242
0.014450,0.000000,0.005493,-0.017242
0.014500,0.000000,-0.002441,-0.001526
0.014550,0.000000,-0.006714,-0.022736
0.014600,0.000000,0.007324,-0.025635
0.014650,0.000000,0.009155,-0.009766
0.014700,0.000000,-0.001221,0.004120
0.014750,0.000000,0.001221,0.005188
0.014800,0.000000,-0.014038,-0.009155
0.014850,0.000000,0.005493,-0.001526
0.014900,0.000000,-0.004883,-0.002441
0.014950,0.000000,0.016479,-0.004578
0.015000,0.000000,0.004272,-0.002594
0.015050,0.000000,0.008545,0.007172
0.015100,0.000000,0.017700,-0.005798
0.015150,0.000000,-0.007935,-0.011597
0.015200,0.000000,0.001831,-0.024109
0.015250,0.000000,0.007324,-0.005951
0.015300,0.000000,-0.008545,0.003967
0.015350,0.000000,-0.017090,-0.010681
0.015400,0.000000,-0.001221,-0.005341
0.015450,0.000000,0.007324,-0.012970
0.015500,0.000000,0.004272,0.001526
0.015550,0.000000,0.009766,-0.030518
0.015600,0.000000,-0.009155,-0.005493
0.015650,0.000000,0.008545,-0.011749
0.015700,0.000000,0.008545,-0.029297
0.015750,0.000000,0.007324,-0.013580
0.015800,0.000000,-0.000610,-0.003510
0.015850,0.000000,-0.010986,0.008240
0.015900,0.000000,0.003052,0.003052
0.015950,0.000000,0.003052,-0.028076
0.016000,0.000000,0.000000,-0.004425
0.016050,0.000000,-0.001831,-0.004883
0.016100,0.000000,-0.005493,0.000763
0.016150,0.000000,0.021362,-0.017242
0.016200,0.000000,0.001831,0.010529
0.016250,0.000000,0.009155,-0.009155
0.016300,0.000000,0.011597,-0.026550
0.016350,0.000000,0.004272,-0.012207
0.016400,0.000000,0.010986,-0.029144
0.016450,0.000000,0.009766,-0.007477
0.016500,0.000000,0.002441,0.005646
0.016550,0.000000,0.001221,-0.016937
0.016600,0.000000,-0.006104,-0.002136
0.016650,0.000000,0.000610,-0.024719
0.016700,0.000000,0.008545,-0.016174
0.016750,0.000000,0.020752,-0.026398
0.016800,0.000000,0.009766,-0.019989
0.016850,0.000000,0.010376,-0.009308
0.016900,0.000000,0.004883,-0.006104
0.016950,0.000000,0.000610,-0.041809
0.017000,0.000000,0.008545,-0.007172
0.017050,0.000000,0.012207,-0.014801
0.017100,0.000000,0.005493,-0.002289
0.017150,0.000000,0.010376,0.001831
0.017200,0.000000,-0.007935,-0.011139
0.017250,0.000000,0.000000,0.001373
0.017300,0.000000,-0.005493,-0.009460
0.017350,0.000000,0.003662,-0.034027
0.017400,0.000000,0.004883,-0.000458
0.017450,0.000000,0.009155,-0.011597
0.017500,0.000000,-0.001831,-0.005035
0.017550,0.000000,0.005493,-0.030518
0.017600,0.000000,0.009766,0.009003
0.017650,0.000000,-0.006104,-0.018311
0.017700,0.000000,-0.006714,-0.007935
0.017750,0.000000,-0.003052,-0.006714
0.017800,0.000000,0.003662,-0.020142
0.017850,0.000000,-0.010376,-0.008392
0.017900,0.000000,-0.011597,0.013275
0.017950,0.000000,0.000000,-0.030212
0.018000,0.000000,-0.004883,-0.040588
0.018050,0.000000,-0.012817,-0.034332
0.018100,0.000000,0.006714,-0.005798
0.018150,0.000000,0.005493,-0.011902
0.018200,0.000000,0.001831,-0.023651
0.018250,0.000000,0.013428,-0.018921
0.018300,0.000000,0.008545,-0.000610
0.018350,0.000000,0.001831,-0.036469
0.018400,0.000000,0.000000,-0.024872
0.018450,0.000000,-0.006714,0.006561
0.018500,0.000000,0.002441,0.001221
0.018550,0.000000,0.007935,-0.008545
0.018600,0.000000,-0.006104,-0.015411
0.018650,0.000000,0.003662,-0.005188
0.018700,0.000000,-0.003662,0.000916
0.018750,0.000000,-0.000610,0.011749
0.018800,0.000000,0.004883,-0.007019
0.018850,0.000000,0.008545,-0.014648
0.018900,0.000000,-0.002441,0.016327
0.018950,0.000000,0.009766,-0.003510
0.019000,0.000000,-0.003662,-0.012360
0.019050,0.000000,0.003662,-0.000763
0.019100,0.000000,-0.002441,-0.014343
0.019150,0.000000,0.000000,-0.011292
0.019200,0.000000,-0.011597,-0.009918
0.019250,0.000000,-0.003662,-0.002441
0.019300,0.000000,0.009155,-0.018616
0.019350,0.000000,-0.004883,-0.008392
0.019400,0.000000,-0.000610,-0.020142
0.019450,0.000000,0.000610,-0.014801
0.019500,0.000000,-0.000610,-0.008392
0.019550,0.000000,0.000000,-0.006409
0.019600,0.000000,0.002441,-0.007629
0.019650,0.000000,0.010376,-0.014191
0.019700,0.000000,0.010376,-0.028229
0.019750,0.000000,0.001831,-0.016022
0.019800,0.000000,0.000610,0.002289
0.019850,0.000000,-0.005493,-0.007629
0.019900,0.000000,-0.005493,-0.008850
0.019950,0.000000,-0.000610,-0.024872
0.020000,0.000000,-0.006714,-0.018158
0.020050,0.000000,-0.003052,0.000763
0.020100,0.000000,-0.003662,-0.011902
0.020150,0.000000,0.001221,0.000610
0.020200,0.000000,0.004272,-0.019073
0.020250,0.000000,0.011597,-0.003662
0.020300,0.000000,0.003052,-0.012360
0.020350,0.000000,-0.004883,-0.014191
0.020400,0.000000,-0.007935,-0.015869
0.020450,0.000000,0.004272,-0.008240
0.020500,0.000000,0.004272,-0.006104
0.020550,0.000000,0.000000,-0.022583
0.020600,0.000000,-0.009155,-0.002441
0.020650,0.000000,-0.002441,-0.034180
0.020700,0.000000,0.006104,-0.016785
0.020750,0.000000,0.000000,-0.014343
0.020800,0.000000,-0.007324,-0.019684
0.020850,0.000000,0.009766,-0.022278
0.020900,0.000000,0.000610,-0.018768
0.020950,0.000000,0.006104,0.016632
0.021000,0.000000,0.006714,-0.010529
0.021050,0.000000,0.003052,-0.014191
0.021100,0.000000,-0.004272,-0.001068
0.021150,0.000000,-0.007935,0.001984
0.021200,0.000000,0.012207,-0.015411
0.021250,0.000000,-0.004883,-0.021057
0.021300,0.000000,0.015259,-0.008392
0.021350,0.000000,-0.010986,-0.007935
0.021400,0.000000,0.007935,-0.025330
0.021450,0.000000,0.003662,-0.022278
0.021500,0.000000,-0.001831,-0.012207
0.021550,0.000000,0.010986,-0.021057
0.021600,0.000000,0.000610,-0.003662
0.021650,0.000000,-0.007935,0.003357
0.021700,0.000000,0.025024,-0.024261
0.021750,0.000000,0.009155,-0.027771
0.021800,0.000000,-0.004272,0.007935
0.021850,0.000000,0.007324,0.012970
0.021900,0.000000,-0.001831,-0.010681
0.021950,0.000000,0.003662,-0.011444
0.022000,0.000000,0.002441,0.011139
0.022050,0.000000,-0.001831,-0.020905
0.022100,0.000000,0.014648,-0.012665
0.022150,0.000000,0.013428,-0.018463
0.022200,0.000000,-0.003662,0.004272
0.022250,0.000000,0.001831,-0.002289
0.022300,0.000000,0.010986,-0.012054
0.022350,0.000000,-0.001221,-0.006104
0.022400,0.000000,-0.003052,0.013428
0.022450,0.000000,0.001831,-0.003662
0.022500,0.000000,-0.001831,-0.013275
0.022550,0.000000,0.010986,-0.008850
0.022600,0.000000,0.020142,0.001678
0.022650,0.000000,0.001831,-0.007782
0.022700,0.000000,0.012207,-0.013275
0.022750,0.000000,0.005493,-0.001678
0.022800,0.000000,0.005493,-0.014496
0.022850,0.000000,-0.011597,-0.017548
0.022900,0.000000,0.003052,-0.014496
0.022950,0.000000,0.013428,-0.002594
0.023000,0.000000,0.001831,-0.002747
0.023050,0.000000,-0.009155,0.000763
0.023100,0.000000,-0.002441,-0.008545
0.023150,0.000000,0.011597,-0.016785
0.023200,0.000000,0.001831,-0.026855
0.023250,0.000000,-0.009766,0.002747
0.023300,0.000000,0.012817,-0.020905
0.023350,0.000000,-0.008545,-0.005798
0.023400,0.000000,0.011597,-0.016937
0.023450,0.000000,-0.013428,-0.022125
0.023500,0.000000,-0.010986,-0.020752
0.023550,0.000000,-0.009155,0.003357
0.023600,0.000000,0.002441,0.007629
0.023650,0.000000,-0.003662,-0.006256
0.023700,0.000000,0.009155,-0.008392
0.023750,0.000000,-0.010376,-0.002594
0.023800,0.000000,0.012817,-0.019531
0.023850,0.000000,0.001221,-0.008087
0.023900,0.000000,0.001221,-0.015869
0.023950,0.000000,-0.003052,-0.021515
0.024000,0.000000,-0.006104,-0.013428
0.024050,0.000000,-0.005493,-0.032654
0.024100,0.000000,0.001831,-0.020447
0.024150,0.000000,-0.007935,0.013275
0.024200,0.000000,0.001221,-0.001984
0.024250,0.000000,-0.001831,-0.036316
0.024300,0.000000,-0.001831,-0.026855
0.024350,0.000000,0.010986,-0.027313
0.024400,0.000000,0.000610,-0.027618
0.024450,0.000000,0.004272,-0.026093
0.024500,0.000000,-0.014648,-0.004120
0.024550,0.000000,-0.002441,-0.005798
0.024600,0.000000,0.004272,-0.010681
0.024650,0.000000,-0.010376,-0.021667
0.024700,0.000000,0.002441,-0.016327
0.024750,0.000000,0.001221,0.000610
0.024800,0.000000,0.007935,0.003052
0.024850,0.000000,0.015259,-0.019684
0.024900,0.000000,0.018311,-0.020294
0.024950,0.000000,0.001831,0.000763
0.025000,0.000000,-0.003662,-0.009766
0.025050,0.000000,0.001831,-0.024109
0.025100,0.000000,0.006104,-0.007935
0.025150,0.000000,0.011597,-0.016022
0.025200,0.000000,0.007324,-0.024109
0.025250,0.000000,-0.001221,0.004578
0.025300,0.000000,-0.001221,-0.026398
0.025350,0.000000,-0.005493,0.003815
0.025400,0.000000,-0.004883,-0.012360
0.025450,0.000000,0.012207,-0.025330
0.025500,0.000000,-0.009766,-0.014343
0.025550,0.000000,-0.007935,0.001221
0.025600,0.000000,-0.000610,-0.017395
0.025650,0.000000,-0.007324,-0.005798
0.025700,0.000000,-0.001831,-0.023651
0.025750,0.000000,0.003662,-0.024872
0.025800,0.000000,-0.000610,-0.013275
0.025850,0.000000,-0.016479,0.017242
0.025900,0.000000,0.000610,-0.010834
0.025950,0.000000,-0.006104,0.003357
0.026000,0.000000,-0.003662,-0.012207
0.026050,0.000000,-0.003662,-0.010681
0.026100,0.000000,0.007935,-0.011597
0.026150,0.000000,0.014648,-0.015564
0.026200,0.000000,0.007935,0.005188
0.026250,0.000000,0.004272,-0.007019
0.026300,0.000000,0.000000,0.020142
0.026350,0.000000,0.009766,-0.009613
0.026400,0.000000,0.002441,-0.002594
0.026450,0.000000,0.003052,-0.021210
0.026500,0.000000,0.000000,-0.001068
0.026550,0.000000,0.001221,-0.003204
0.026600,0.000000,0.008545,-0.010529
0.026650,0.000000,-0.004883,-0.008850
0.026700,0.000000,-0.011597,-0.005646
0.026750,0.000000,0.014038,-0.014801
0.026800,0.000000,0.007324,-0.006104
0.026850,0.000000,0.009155,-0.018158
0.026900,0.000000,-0.010376,0.004272
0.026950,0.000000,-0.000610,-0.011597
0.027000,0.000000,0.004883,-0.004578
0.027050,0.000000,0.016479,-0.020294
0.027100,0.000000,0.000610,-0.008240
0.027150,0.000000,-0.003052,-0.018921
0.027200,0.000000,0.007324,-0.004120
0.027250,0.000000,-0.007935,-0.007324
0.027300,0.000000,0.018921,-0.019836
0.027350,0.000000,0.009155,-0.025635
0.027400,0.000000,0.001831,-0.022583
0.027450,0.000000,-0.004883,-0.012054
0.027500,0.000000,-0.000610,-0.012512
0.027550,0.000000,0.004272,-0.007477
0.027600,0.000000,-0.000610,-0.013885
0.027650,0.000000,0.001831,-0.021667
0.027700,0.000000,-0.003052,0.006409
0.027750,0.000000,0.000610,-0.010834
0.027800,0.000000,0.007324,0.008392
0.027850,0.000000,-0.006714,0.003204
0.027900,0.000000,0.006714,-0.003052
0.027950,0.000000,0.002441,-0.004730
0.028000,0.000000,-0.001221,-0.006866
0.028050,0.000000,-0.009155,-0.019379
0.028100,0.000000,-0.003662,-0.007477
0.028150,0.000000,0.001221,-0.005951
0.028200,0.000000,-0.007935,-0.016174
0.028250,0.000000,-0.009155,-0.010071
0.028300,0.000000,-0.010376,-0.014954
0.028350,0.000000,0.006104,-0.004120
0.028400,0.000000,-0.009155,0.003204
0.028450,0.000000,-0.004272,-0.013580
0.028500,0.000000,-0.012207,-0.010223
0.028550,0.000000,0.001831,-0.019379
0.028600,0.000000,0.020752,0.014801
0.028650,0.000000,0.005493,0.013123
0.028700,0.000000,0.022583,-0.029449
0.028750,0.000000,0.007935,-0.015411
0.028800,0.000000,-0.002441,-0.018768
0.028850,0.000000,-0.004272,0.014343
0.028900,0.000000,-0.001221,-0.008698
0.028950,0.000000,0.011597,-0.023041
0.029000,0.000000,-0.010376,0.001984
0.029050,0.000000,0.005493,-0.030060
0.029100,0.000000,-0.000610,-0.027466
0.029150,0.000000,0.003052,0.009460
0.029200,0.000000,0.002441,-0.023193
0.029250,0.000000,0.005493,0.001678
0.029300,0.000000,-0.014038,0.003510
0.029350,0.000000,0.009155,-0.015564
0.029400,0.000000,0.007324,-0.023956
0.029450,0.000000,0.015259,0.000305
0.029500,0.000000,0.002441,-0.013733
0.029550,0.000000,0.012817,0.002899
0.029600,0.000000,0.007324,-0.009766
0.029650,0.000000,-0.012817,-0.002289
0.029700,0.000000,-0.008545,-0.020294
0.029750,0.000000,0.010376,-0.017853
0.029800,0.000000,-0.000610,0.001221
0.029850,0.000000,-0.006714,0.001221
0.029900,0.000000,0.000610,-0.022125
0.029950,0.000000,0.001831,-0.006409
0.030000,0.000000,-0.001831,-0.005493
0.030050,0.000000,-0.004883,-0.001831
0.030100,0.000000,0.007324,0.008240
0.030150,0.000000,0.007935,-0.015869
0.030200,0.000000,0.001221,-0.013580
0.030250,0.000000,0.001831,-0.014801
0.030300,0.000000,-0.001221,-0.012054
0.030350,0.000000,0.021362,-0.023499
0.030400,0.000000,0.000000,0.016632
0.030450,0.000000,0.001221,-0.013275
0.030500,0.000000,-0.005493,-0.014496
0.030550,0.000000,0.008545,-0.015717
0.030600,0.000000,0.009155,0.000610
0.030650,0.000000,0.003662,-0.014038
0.030700,0.000000,0.009766,-0.001526
0.030750,0.000000,0.000000,0.001831
0.030800,0.000000,0.007935,-0.005951
0.030850,0.000000,-0.008545,-0.019226
0.030900,0.000000,-0.006104,-0.001984
0.030950,0.000000,0.004272,-0.021057
0.031000,0.000000,-0.010376,0.013428
0.031050,0.000000,0.012817,0.001221
0.031100,0.000000,0.007935,-0.008545
0.031150,0.000000,-0.007935,-0.015411
0.031200,0.000000,0.005493,0.016632
0.031250,0.000000,0.006714,0.009003
0.031300,0.000000,-0.003052,-0.020294
0.031350,0.000000,0.004883,-0.035553
0.031400,0.000000,0.000610,-0.015259
0.031450,0.000000,0.005493,-0.001831
0.031500,0.000000,0.008545,-0.032196
0.031550,0.000000,-0.002441,-0.009155
0.031600,0.000000,-0.007324,-0.025940
0.031650,0.000000,-0.004272,0.009308
0.031700,0.000000,0.000000,-0.015564
0.031750,0.000000,-0.009155,-0.010223
0.031800,0.000000,0.000000,-0.009613
0.031850,0.000000,0.009766,-0.014496
0.031900,0.000000,-0.006714,-0.014191
0.031950,0.000000,-0.005493,-0.032654
0.032000,0.000000,-0.003052,-0.032196
0.032050,0.000000,0.003052,-0.015106
0.032100,0.000000,0.008545,-0.011139
0.032150,0.000000,-0.000610,0.004120
0.032200,0.000000,-0.002441,0.008545
0.032250,0.000000,-0.003052,-0.020599
0.032300,0.000000,-0.015259,-0.018005
0.032350,0.000000,0.000000,-0.012360
0.032400,0.000000,0.004272,-0.017548
0.032450,0.000000,0.005493,-0.002289
0.032500,0.000000,-0.001221,-0.007935
0.032550,0.000000,0.018311,-0.011902
0.032600,0.000000,-0.005493,-0.006104
0.032650,0.000000,-0.005493,-0.005035
0.032700,0.000000,-0.006714,-0.017242
0.032750,0.000000,0.005493,-0.007324
0.032800,0.000000,0.009766,-0.007172
0.032850,0.000000,0.003052,-0.011139
